IP__src_s,IP__dst_s,IP__p,IP__type,Label,packet__layers_Ethernet,packet__layers_IP,packet__layers_TCP,UDP__dport,UDP__sport,TCP__sport,TCP__dport,IP__ttl,packet__len,DNS__answers_name,DNS__answers_type,DNS__answers_cls,DNS__answers_ttl,DNS__answers_dlen,DNS__answers_address,DNS__query,DNS__an,DNS__dlen,DNS__ttl,DNS__opcode,DNS__type,IEEE__type,IEEE__dsr,MQTT__mlen,TCP__flags,IP__len,TCP__seq,packet__time
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546370612.0,155834257492119
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546372000.0,155834257492139
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546373388.0,155834257492159
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546374776.0,155834257492203
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546367806.0,155834257492451
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,82.0,3546369194.0,155834257492459
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546369224.0,155834257492470
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546370612.0,155834257492494
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546372000.0,155834257492569
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546373388.0,155834257492576
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546374776.0,155834257492608
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257492643
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257492650
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257492683
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257492694
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257492727
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257492735
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257492772
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257492779
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257492812
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,744.0,3546376164.0,155834257492855
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257492917
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,744.0,3546376164.0,155834257492954
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257493228
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257493282
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546376856.0,155834257499017
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,82.0,3546378244.0,155834257499028
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546378274.0,155834257499035
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546379662.0,155834257499056
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546381050.0,155834257499064
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546382438.0,155834257499082
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546383826.0,155834257499157
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546376856.0,155834257499263
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,82.0,3546378244.0,155834257499275
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546378274.0,155834257499288
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546379662.0,155834257499295
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546381050.0,155834257499424
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546382438.0,155834257499436
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546383826.0,155834257499450
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257499496
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257499552
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,166.0,3546385214.0,155834257499692
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,166.0,3546385214.0,155834257499734
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257499978
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257500018
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546385328.0,155834257506052
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,82.0,3546386716.0,155834257506064
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546386746.0,155834257506071
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546388134.0,155834257506092
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546389522.0,155834257506100
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546390910.0,155834257506112
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546385328.0,155834257506234
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,82.0,3546386716.0,155834257506242
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546386746.0,155834257506256
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546388134.0,155834257506263
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546389522.0,155834257506347
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546390910.0,155834257506358
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257506395
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257506402
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257506441
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257506456
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257506490
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257506523
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1238.0,3546392298.0,155834257506574
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1238.0,3546392298.0,155834257506658
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257506842
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257507066
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257507107
3232235536,3232235533,6,0,Normal,Yes,Yes,Yes,0,0,49784,9020,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,4049664687.0,155834257507136
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546393484.0,155834257512197
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,82.0,3546394872.0,155834257512209
3232235533,3232235536,6,0,Normal,Yes,Yes,Yes,0,0,9020,49784,64.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1440.0,3546393484.0,155834257512310
